Environmental criteria (T/F),Publication Year,Close Year,Municipality,District,Submission deadline (range),Diference between close and signing dates,Execution deadline (days),Base Bid Price Class,I. price Class,Award criteria class,Classification of the multifactor criteria (%),Published in the EU journal,Number of bidders,Signing Year,Signing Month,Signing Day,Closing Date Year,Closing Date Month,Closing Date Day,E. price Class,Difference between the effective and initial price class,engineering work,refurbishment work,surfaced work,Justification for deadline change
0,2020,2022,Almada,Setúbal,Very Long,Medium Days,Long Deadline,Low Price,Low Price,2,1.0,False,0.1,2021,1,11,2022,5,31,Low Price,Low Difference,0,0,0,Not Specified
0,2020,2022,Viseu,Viseu,Long,Medium Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.05,2020,8,28,2022,3,14,Low Price,Medium Difference,0,0,0,specify
0,2022,2022,Loulé,Faro,Long,Few Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.125,2022,3,16,2022,6,11,Low Price,Medium Difference,0,0,0,carry delivery
0,2020,2022,Viseu,Viseu,Short,Medium Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.125,2021,2,8,2022,5,3,Low Price,Medium Difference,0,0,0,change
0,2021,2022,Viseu,Viseu,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.225,2021,5,20,2022,4,29,Low Price,Medium Difference,0,0,0,change
0,2020,2022,Viseu,Viseu,Short,Medium Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.125,2020,9,8,2022,4,20,Low Price,High Difference,0,0,0,change
0,2021,2022,Viseu,Viseu,Short,Medium Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.1,2021,3,8,2022,4,29,Low Price,High Difference,0,0,0,specify
0,2022,2022,Valpaços,Vila Real,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.125,2022,5,10,2022,8,9,Low Price,Medium Difference,0,0,1,Not Specified
0,2022,2022,Cantanhede,Coimbra,Very Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.17500000000000002,2022,4,27,2022,6,23,Low Price,Medium Difference,0,0,0,Not Specified
0,2022,2022,Valpaços,Vila Real,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.1,2022,4,20,2022,8,3,Low Price,Medium Difference,0,0,1,extension
0,2021,2022,Póvoa de Varzim,Porto,Very Short,Few Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.1,2021,9,28,2022,6,30,Low Price,Medium Difference,0,0,0,suspension
0,2021,2022,Santo Tirso,Porto,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2022,2,10,2022,5,23,Low Price,High Difference,0,0,1,specify
0,2020,2022,Viseu,Viseu,Medium,Medium Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.1,2020,7,15,2022,1,21,Low Price,Low Difference,0,0,0,Not Specified
0,2020,2022,Setúbal,Setúbal,Short,Medium Days,Short Deadline,Low Price,Low Price,1,0.7000000000000001,False,0.07500000000000001,2020,11,26,2022,3,24,Low Price,Medium Difference,0,0,0,Not Specified
1,2020,2022,Setúbal,Setúbal,Medium,Medium Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.4,2020,12,21,2022,5,19,Low Price,Medium Difference,0,0,0,Not Specified
0,2021,2022,Almada,Setúbal,Long,Few Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.025,2021,10,4,2022,1,27,Low Price,Medium Difference,0,0,0,delay
0,2020,2022,Barreiro,Setúbal,Very Long,Few Days,Short Deadline,High Price,Low Price,1,0.6,False,0.30000000000000004,2021,4,16,2022,1,20,Low Price,Low Difference,0,0,0,specify
0,2021,2022,Matosinhos,Porto,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.325,2022,2,16,2022,6,6,Low Price,Medium Difference,0,0,0,change
0,2021,2022,Marco de Canaveses,Porto,Short,Few Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.125,2022,2,14,2022,6,29,Low Price,Low Difference,0,0,0,Not Specified
0,2018,2022,Fundão,Castelo Branco,Medium,Many Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.275,2019,3,7,2022,1,21,Medium Price,Low Difference,1,0,0,delay
0,2021,2022,Porto,Porto,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.25,2022,1,4,2022,2,3,Low Price,Medium Difference,0,0,0,Not Specified
0,2021,2022,Lisboa,Lisboa,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.375,2022,1,20,2022,7,19,Low Price,Medium Difference,0,1,0,Not Specified
0,2021,2022,Lisboa,Lisboa,Very Short,Few Days,Short Deadline,Medium Price,Low Price,0,0.0,False,0.4,2022,1,19,2022,3,15,Low Price,Medium Difference,0,1,0,Not Specified
0,2021,2022,Lisboa,Lisboa,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.375,2022,1,20,2022,5,9,Low Price,Medium Difference,0,1,0,delay
0,2021,2022,Lisboa,Lisboa,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.375,2022,1,20,2022,5,23,Low Price,Medium Difference,0,1,0,delay
0,2021,2022,Lisboa,Lisboa,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.35000000000000003,2022,1,19,2022,6,30,Low Price,Medium Difference,0,1,0,delay
0,2021,2022,Lisboa,Lisboa,Long,Few Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.42500000000000004,2022,1,17,2022,5,10,Low Price,Medium Difference,0,1,0,delay
0,2021,2022,Lisboa,Lisboa,Short,Few Days,Short Deadline,High Price,Low Price,0,0.0,False,0.375,2022,1,17,2022,6,24,Low Price,Low Difference,0,1,0,delay
0,2021,2022,Lisboa,Lisboa,Short,Few Days,Short Deadline,High Price,Low Price,0,0.0,False,0.375,2022,1,17,2022,7,4,Low Price,Medium Difference,0,1,0,delay
0,2021,2022,Lisboa,Lisboa,Very Short,Few Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.35000000000000003,2022,1,17,2022,6,24,Low Price,Medium Difference,0,1,0,delay
0,2021,2022,Lisboa,Lisboa,Very Short,Few Days,Short Deadline,Medium Price,Low Price,0,0.0,False,0.4,2022,1,17,2022,5,12,Low Price,Medium Difference,0,1,0,delay
0,2021,2022,Lisboa,Lisboa,Short,Few Days,Short Deadline,High Price,Low Price,0,0.0,False,0.375,2022,1,18,2022,5,25,Low Price,High Difference,0,1,0,delay
0,2021,2022,Lisboa,Lisboa,Short,Few Days,Short Deadline,High Price,Low Price,0,0.0,False,0.375,2022,1,18,2022,4,22,Low Price,Medium Difference,0,1,0,delay
0,2018,2022,Moura,Beja,Very Long,Many Days,Medium Deadline,Medium Price,Medium Price,1,0.7000000000000001,False,0.0,2019,1,9,2022,1,12,Medium Price,Low Difference,0,0,0,extension
0,2020,2022,Sesimbra,Setúbal,Very Long,Few Days,Short Deadline,Low Price,Low Price,1,0.6,False,0.0,2021,10,8,2022,5,24,Low Price,Low Difference,0,0,0,Not Specified
0,2021,2022,Santa Maria da Feira,Aveiro,Very Long,Few Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.1,2021,12,28,2022,7,21,Low Price,High Difference,0,0,0,extension
0,2021,2022,Santa Maria da Feira,Aveiro,Very Long,Few Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.125,2021,12,17,2022,6,13,Low Price,Medium Difference,0,0,0,inspection
1,2021,2022,Coimbra,Coimbra,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.2,2021,12,7,2022,1,7,Low Price,Medium Difference,0,1,0,change
0,2020,2022,Soure,Coimbra,Medium,Medium Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.125,2020,11,11,2022,5,6,Medium Price,Medium Difference,0,0,0,carry delivery
0,2019,2022,Oeiras,Lisboa,Long,Many Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.1,2019,7,19,2022,1,26,Low Price,Low Difference,0,0,0,specify
0,2021,2022,Loures,Lisboa,Very Long,Few Days,Short Deadline,Low Price,Low Price,1,0.4,False,0.05,2021,11,29,2022,6,23,Low Price,Medium Difference,0,0,0,need material
0,2021,2022,Lisboa,Lisboa,Short,Few Days,Medium Deadline,Medium Price,Medium Price,1,0.7000000000000001,False,0.1,2021,11,3,2022,4,21,Medium Price,Low Difference,0,1,0,change
0,2020,2022,Penafiel,Porto,Medium,Medium Days,Long Deadline,Medium Price,Low Price,2,1.0,False,0.35000000000000003,2020,10,1,2022,4,5,Low Price,Low Difference,0,0,0,suspension
0,2021,2022,Valpaços,Vila Real,Medium,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.125,2021,11,19,2022,3,17,Medium Price,Medium Difference,0,0,0,delay
1,2021,2022,Sintra,Lisboa,Short,Medium Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.1,2021,6,30,2022,7,7,Low Price,Low Difference,0,0,0,Not Specified
0,2018,2022,Guimarães,Braga,Medium,Many Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.125,2019,2,7,2022,2,15,Medium Price,Low Difference,0,0,0,extension
0,2020,2022,Vila Franca de Xira,Lisboa,Very Short,Medium Days,Long Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2020,9,1,2022,5,25,Low Price,Low Difference,0,0,0,change
1,2021,2022,Portimão,Faro,Medium,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.05,2021,10,1,2022,2,26,Low Price,High Difference,0,0,0,Not Specified
0,2021,2022,Alijó,Vila Real,Very Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.0,2021,10,15,2022,5,2,Low Price,Medium Difference,0,1,0,specify
0,2019,2022,Vila Franca de Xira,Lisboa,Short,Many Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.30000000000000004,2019,11,19,2022,3,22,Low Price,Medium Difference,0,0,0,delay
0,2021,2022,Moita,Setúbal,Long,Few Days,Medium Deadline,Low Price,Low Price,1,0.75,False,0.25,2021,10,12,2022,7,14,Low Price,Low Difference,0,0,0,extension
0,2021,2022,Valpaços,Vila Real,Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.05,2021,11,2,2022,7,22,Low Price,Medium Difference,0,0,1,delay
0,2020,2022,Vila Franca de Xira,Lisboa,Very Short,Medium Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.15000000000000002,2020,9,10,2022,2,21,Low Price,Low Difference,0,0,0,delay
0,2020,2022,Vila Franca de Xira,Lisboa,Very Short,Medium Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.2,2020,7,21,2022,3,16,Low Price,Low Difference,0,0,0,delay
0,2021,2022,Lisboa,Lisboa,Very Long,Few Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.07500000000000001,2021,10,12,2022,4,26,Low Price,Medium Difference,0,1,0,Not Specified
0,2021,2022,Lisboa,Lisboa,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.4,2021,10,21,2022,3,29,Low Price,Low Difference,0,1,0,delay
0,2021,2022,Lisboa,Lisboa,Short,Few Days,Medium Deadline,Medium Price,Low Price,2,1.0,False,0.30000000000000004,2021,10,14,2022,2,21,Low Price,Low Difference,0,1,0,delay
0,2021,2022,Vila Franca de Xira,Lisboa,Very Short,Medium Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.2,2021,3,29,2022,7,25,Low Price,Medium Difference,0,0,0,delay
1,2021,2022,Viana do Castelo,Viana do Castelo,Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.125,2021,7,12,2022,1,31,Low Price,High Difference,1,0,0,Not Specified
0,2021,2022,Lousada,Porto,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.1,2021,10,15,2022,4,20,Low Price,Low Difference,0,0,0,weather condition
0,2020,2022,Loulé,Faro,Very Long,Few Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.15000000000000002,2021,6,17,2022,4,4,Medium Price,Low Difference,0,0,0,pandemic
0,2021,2022,Loulé,Faro,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.0,2021,9,2,2022,2,17,Low Price,Medium Difference,0,0,0,change
0,2021,2022,Viseu,Viseu,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,8,24,2022,4,8,Low Price,Low Difference,0,0,0,change
0,2021,2022,Santo Tirso,Porto,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.025,2021,9,22,2022,3,28,Low Price,Low Difference,0,0,0,Not Specified
0,2021,2022,Ponta Delgada,Região Autónoma dos Açores,Short,Few Days,Medium Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2021,10,8,2022,6,22,Medium Price,High Difference,0,0,0,suspension
0,2021,2022,Valpaços,Vila Real,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.125,2021,9,20,2022,7,4,Low Price,Low Difference,0,0,0,delay
1,2021,2022,Pinhel,Guarda,Very Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.025,2021,9,22,2022,1,22,Low Price,Medium Difference,1,0,0,specify
0,2021,2022,Leiria,Leiria,Short,Few Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.15000000000000002,2021,8,12,2022,2,14,Low Price,Medium Difference,0,0,1,specify
0,2021,2022,Valpaços,Vila Real,Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.125,2021,9,29,2022,7,26,Low Price,Medium Difference,0,0,0,delay
0,2021,2022,Valpaços,Vila Real,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,9,27,2022,4,18,Low Price,Medium Difference,0,0,1,need material
0,2021,2022,Vizela,Braga,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.17500000000000002,2021,7,5,2022,1,11,Low Price,Medium Difference,0,0,0,extension
0,2021,2022,Guimarães,Braga,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.15000000000000002,2021,9,14,2022,3,17,Low Price,High Difference,0,1,0,time
1,2021,2022,Pinhel,Guarda,Very Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.0,2021,9,22,2022,1,22,Low Price,Medium Difference,1,0,0,specify
1,2021,2022,Pinhel,Guarda,Very Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.05,2021,9,22,2022,1,22,Low Price,Medium Difference,1,0,0,specify
0,2021,2022,Montijo,Setúbal,Medium,Few Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.2,2021,8,31,2022,7,29,Medium Price,Low Difference,0,0,1,change
0,2021,2022,Póvoa de Varzim,Porto,Short,Few Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.07500000000000001,2021,6,9,2022,3,23,Low Price,Medium Difference,0,0,0,specify
0,2021,2022,Santarém,Santarém,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.05,2021,9,16,2022,2,28,Low Price,Low Difference,0,0,0,need material
0,2021,2022,Alcoutim,Faro,Very Short,Few Days,Short Deadline,High Price,Medium Price,1,0.5,False,0.05,2021,7,23,2022,5,10,Medium Price,Low Difference,0,0,1,extension
0,2020,2022,Guimarães,Braga,Medium,Medium Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.05,2021,3,1,2022,7,21,Medium Price,Medium Difference,0,0,0,extension
0,2021,2022,Cascais,Lisboa,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,8,30,2022,3,14,Low Price,Medium Difference,0,0,0,Not Specified
0,2021,2022,Santo Tirso,Porto,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,9,8,2022,4,29,Low Price,Low Difference,0,0,0,Not Specified
1,2021,2022,Nelas,Guarda,Very Short,Few Days,Short Deadline,Medium Price,Medium Price,0,0.0,False,0.05,2021,9,1,2022,6,14,Medium Price,Low Difference,0,0,0,change
0,2021,2022,Viana do Castelo,Viana do Castelo,Very Long,Few Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.1,2021,9,9,2022,1,6,Low Price,Medium Difference,0,0,0,delay
0,2021,2022,Viana do Castelo,Viana do Castelo,Very Long,Few Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.1,2021,9,9,2022,6,1,Low Price,Medium Difference,0,0,0,weather condition
0,2021,2022,Valpaços,Vila Real,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.05,2021,9,10,2022,1,5,Low Price,Low Difference,0,0,1,Not Specified
0,2021,2022,Valpaços,Vila Real,Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,9,10,2022,6,13,Low Price,High Difference,0,0,1,pandemic
0,2021,2022,Valpaços,Vila Real,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.025,2021,9,7,2022,5,26,Low Price,High Difference,0,0,0,extension
0,2021,2022,Montijo,Setúbal,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.0,2021,7,7,2022,4,4,Low Price,Medium Difference,0,0,0,change
0,2021,2022,Leiria,Leiria,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.125,2021,8,23,2022,3,22,Low Price,High Difference,0,0,1,extension
0,2021,2022,Sines,Setúbal,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.125,2021,8,24,2022,1,31,Low Price,Medium Difference,0,0,0,extension
0,2021,2022,Oeiras,Lisboa,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,8,26,2022,6,3,Low Price,Low Difference,0,0,0,specify
0,2021,2022,Lisboa,Lisboa,Very Short,Few Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.07500000000000001,2021,8,12,2022,6,8,Medium Price,Low Difference,0,0,0,change
0,2021,2022,Grandola,Setúbal,Very Long,Medium Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.1,2021,5,12,2022,5,13,Low Price,Low Difference,0,0,0,Not Specified
0,2021,2022,Porto,Porto,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,8,25,2022,6,30,Low Price,Medium Difference,0,0,0,carry delivery
0,2021,2022,Faro,Faro,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.2,2021,8,18,2022,5,30,Low Price,Medium Difference,0,0,1,specify
0,2020,2022,Lisboa,Lisboa,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.30000000000000004,2021,8,19,2022,1,21,Low Price,High Difference,0,1,0,delay
0,2021,2022,Chaves,Vila Real,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,8,18,2022,7,12,Low Price,High Difference,0,0,0,extension
0,2021,2022,Faro,Faro,Short,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.17500000000000002,2021,8,18,2022,6,14,Medium Price,Low Difference,0,0,0,specify
0,2021,2022,Valpaços,Vila Real,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,8,20,2022,5,25,Low Price,Medium Difference,0,0,0,suspension
0,2021,2022,Oeiras,Lisboa,Medium,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.17500000000000002,2021,8,12,2022,7,28,Low Price,Low Difference,0,0,1,specify
0,2021,2022,Alijó,Vila Real,Very Short,Medium Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,8,2,2022,8,29,Low Price,Medium Difference,0,1,0,need material
0,2021,2022,Alijó,Vila Real,Very Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.125,2021,8,2,2022,6,10,Low Price,Medium Difference,0,1,0,delay
0,2021,2022,Marco de Canaveses,Porto,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.15000000000000002,2021,8,13,2022,3,2,Low Price,Low Difference,0,0,0,Not Specified
0,2021,2022,Valpaços,Vila Real,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.05,2021,8,16,2022,4,8,Low Price,Low Difference,1,0,0,delay
1,2021,2022,Albergaria-a-Velha,Aveiro,Very Long,Medium Days,Short Deadline,Medium Price,Medium Price,1,0.55,True,0.125,2021,6,17,2022,8,1,Medium Price,High Difference,0,0,0,specify
1,2021,2022,Faro,Faro,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.2,2021,8,3,2022,7,5,Low Price,Low Difference,0,0,0,specify
0,2021,2022,Chaves,Vila Real,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,7,29,2022,3,31,Low Price,Low Difference,0,0,1,specify
0,2021,2022,Leiria,Leiria,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.225,2021,7,21,2022,3,24,Low Price,High Difference,0,0,0,specify
0,2021,2022,Ponta Delgada,Região Autónoma dos Açores,Very Short,Few Days,Medium Deadline,Low Price,Low Price,0,0.0,False,0.0,2021,7,29,2022,6,20,Low Price,Low Difference,0,0,0,change
0,2021,2022,Cascais,Lisboa,Very Short,Medium Days,Long Deadline,High Price,High Price,0,0.0,False,0.17500000000000002,2021,6,16,2022,7,4,High Price,Low Difference,1,0,0,carry delivery
0,2021,2022,Braga,Braga,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.125,2021,6,28,2022,2,11,Low Price,High Difference,0,1,0,time
0,2021,2022,Cantanhede,Coimbra,Very Short,Few Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.15000000000000002,2021,7,30,2022,6,13,Medium Price,Low Difference,0,0,1,Not Specified
0,2021,2022,Pombal,Leiria,Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,7,23,2022,6,29,Low Price,Low Difference,0,0,0,Not Specified
0,2021,2022,Albufeira,Faro,Very Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.125,2021,7,21,2022,3,30,Low Price,Medium Difference,0,0,0,change
1,2021,2022,Faro,Faro,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.2,2021,7,20,2022,6,30,Low Price,High Difference,0,0,0,specify
0,2021,2022,Loures,Lisboa,Medium,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.2,2021,5,21,2022,5,2,Low Price,Low Difference,0,0,0,Not Specified
1,2021,2022,Ovar,Aveiro,Very Long,Medium Days,Short Deadline,Low Price,Low Price,2,1.0,True,0.07500000000000001,2021,7,20,2022,8,3,Low Price,High Difference,0,0,0,specify
0,2021,2022,Ponta Delgada,Região Autónoma dos Açores,Very Short,Few Days,Short Deadline,High Price,Medium Price,0,0.0,False,0.0,2021,7,26,2022,4,19,Medium Price,Low Difference,0,0,0,change
0,2021,2022,Mirandela,Bragança,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.2,2021,7,20,2022,5,23,Low Price,Low Difference,0,0,0,delay
1,2021,2022,Faro,Faro,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.15000000000000002,2021,7,23,2022,6,27,Low Price,Medium Difference,0,0,0,change
0,2021,2022,Santa Maria da Feira,Aveiro,Very Long,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.025,2021,7,21,2022,1,6,Low Price,Medium Difference,0,0,0,inspection
0,2021,2022,Amarante,Porto,Very Short,Few Days,Medium Deadline,Medium Price,Low Price,0,0.0,False,0.07500000000000001,2021,7,16,2022,6,15,Low Price,Low Difference,0,0,0,delay
1,2021,2022,Lisboa,Lisboa,Short,Few Days,Medium Deadline,Low Price,Low Price,1,0.7000000000000001,False,0.025,2021,7,23,2022,1,18,Low Price,Medium Difference,0,0,0,Not Specified
0,2021,2022,Maia,Porto,Very Short,Few Days,Medium Deadline,High Price,Medium Price,0,0.0,False,0.1,2021,7,6,2022,4,6,Medium Price,Medium Difference,0,0,0,Not Specified
0,2021,2022,Valpaços,Vila Real,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2021,7,15,2022,1,19,Low Price,Low Difference,0,0,1,need material
0,2021,2022,Estremoz,Évora,Short,Few Days,Short Deadline,Medium Price,Medium Price,1,0.5,False,0.07500000000000001,2021,7,22,2022,4,13,Medium Price,High Difference,0,0,0,Not Specified
0,2021,2022,Valongo,Porto,Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.17500000000000002,2021,7,20,2022,5,20,Low Price,Low Difference,0,0,0,extension
0,2021,2022,Alijó,Vila Real,Very Short,Few Days,Medium Deadline,Medium Price,Low Price,2,1.0,False,0.07500000000000001,2021,7,12,2022,2,7,Low Price,Medium Difference,0,1,0,specify
0,2021,2022,Alijó,Vila Real,Very Short,Few Days,Medium Deadline,Medium Price,Low Price,2,1.0,False,0.07500000000000001,2021,7,12,2022,2,7,Low Price,Medium Difference,0,1,0,specify
0,2021,2022,Alijó,Vila Real,Very Short,Few Days,Medium Deadline,Medium Price,Low Price,2,1.0,False,0.07500000000000001,2021,7,12,2022,2,7,Low Price,Low Difference,0,1,0,specify
0,2021,2022,Alijó,Vila Real,Very Short,Few Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.07500000000000001,2021,7,12,2022,2,7,Low Price,Medium Difference,0,1,0,specify
0,2021,2022,Alijó,Vila Real,Very Short,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.0,2021,7,12,2022,1,13,Low Price,Medium Difference,0,1,0,specify
1,2021,2022,Chaves,Vila Real,Long,Medium Days,Long Deadline,Medium Price,Medium Price,2,1.0,False,0.45,2021,5,13,2022,5,30,Medium Price,Low Difference,0,0,0,Not Specified
0,2020,2022,Arronches,Portalegre,Very Long,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.1,2021,4,26,2022,2,21,Low Price,Medium Difference,0,0,0,need material
0,2021,2022,Sertã,Castelo Branco,Short,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.17500000000000002,2021,7,7,2022,3,4,Medium Price,Low Difference,0,0,1,time
1,2021,2022,Faro,Faro,Very Short,Medium Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.15000000000000002,2021,7,9,2022,7,7,Low Price,Low Difference,0,0,0,specify
1,2021,2022,Viseu,Viseu,Medium,Few Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.225,2021,5,24,2022,2,28,Medium Price,Low Difference,1,0,0,Not Specified
0,2021,2022,Tavira,Faro,Long,Medium Days,Medium Deadline,Medium Price,Medium Price,1,0.6,False,0.17500000000000002,2021,7,8,2022,7,6,Medium Price,Low Difference,0,0,1,extension
0,2021,2022,Vila Nova de Famalicão,Braga,Very Short,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.1,2021,6,23,2022,1,3,Low Price,Medium Difference,0,0,0,suspension
0,2021,2022,Amadora,Lisboa,Very Long,Few Days,Medium Deadline,Low Price,Low Price,1,0.35000000000000003,False,0.2,2021,7,12,2022,4,8,Low Price,Medium Difference,0,0,0,delay
1,2021,2022,Celorico de Basto,Braga,Medium,Medium Days,Medium Deadline,Low Price,Low Price,0,0.0,False,0.025,2021,6,25,2022,7,26,Low Price,Low Difference,0,0,0,delay
0,2021,2022,Lisboa,Lisboa,Very Short,Few Days,Short Deadline,Medium Price,Medium Price,0,0.0,True,0.15000000000000002,2021,7,9,2022,4,5,Medium Price,Low Difference,0,0,0,pandemic
0,2021,2022,Valpaços,Vila Real,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.1,2021,7,9,2022,4,11,Low Price,High Difference,1,0,0,need material
0,2021,2022,Marco de Canaveses,Porto,Medium,Few Days,Medium Deadline,Medium Price,Low Price,2,1.0,False,0.025,2021,7,6,2022,4,8,Low Price,High Difference,0,0,1,extension
