Environmental criteria (T/F),Publication Year,Close Year,Municipality,District,Submission deadline (range),Diference between close and signing dates,Execution deadline (days),Base Bid Price Class,I. price Class,Award criteria class,Classification of the multifactor criteria (%),Published in the EU journal,Number of bidders,Signing Year,Signing Month,Signing Day,Closing Date Year,Closing Date Month,Closing Date Day,E. price Class,Difference between the effective and initial price class,engineering work,refurbishment work,surfaced work,Justification for deadline change
0,2017,2019,Águeda,Aveiro,Medium,Medium Days,Medium Deadline,High Price,Medium Price,1,0.55,False,0.0,2018,4,27,2019,11,23,Medium Price,High Difference,0,0,0,Not Specified
0,2017,2021,Santo Tirso,Porto,Medium,Many Days,Long Deadline,High Price,High Price,1,0.6,False,0.275,2018,4,23,2021,5,5,High Price,Low Difference,0,0,0,Not Specified
0,2018,2020,Chamusca,Santarém,Very Short,Many Days,Long Deadline,Low Price,Low Price,2,1.0,False,0.125,2018,4,4,2020,8,4,Low Price,High Difference,0,0,0,suspension
0,2017,2021,Arouca,Aveiro,Very Long,Many Days,Long Deadline,High Price,High Price,2,1.0,False,0.0,2018,4,26,2021,11,15,High Price,High Difference,0,0,0,delay
0,2017,2019,Funchal,Região Autónoma da Madeira,Long,Medium Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.42500000000000004,2018,3,19,2019,10,28,Medium Price,Medium Difference,0,1,0,Not Specified
0,2017,2019,Funchal,Região Autónoma da Madeira,Long,Medium Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.35000000000000003,2018,3,19,2019,10,28,Medium Price,Medium Difference,0,1,0,Not Specified
0,2017,2019,Sabrosa,Vila Real,Medium,Medium Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.30000000000000004,2018,4,13,2019,10,22,Medium Price,Low Difference,0,0,0,extension
0,2017,2019,Sabrosa,Vila Real,Medium,Medium Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.30000000000000004,2018,4,13,2019,10,22,Medium Price,High Difference,0,0,0,extension
0,2017,2021,Mealhada,Aveiro,Medium,Many Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.125,2018,4,18,2021,9,1,Low Price,High Difference,0,0,0,change
0,2017,2018,Odivelas,Lisboa,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.07500000000000001,2018,4,17,2018,12,17,Low Price,Medium Difference,0,0,0,change
0,2018,2020,Grandola,Setúbal,Very Short,Many Days,Medium Deadline,Low Price,Low Price,0,0.0,False,0.0,2018,4,16,2020,9,30,Low Price,Low Difference,0,0,1,change
0,2017,2019,Resende,Viseu,Medium,Medium Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.15000000000000002,2017,12,22,2019,7,9,Medium Price,Medium Difference,0,0,0,weather condition
0,2017,2019,Alcoutim,Faro,Medium,Few Days,Long Deadline,Medium Price,Medium Price,2,1.0,False,0.15000000000000002,2018,3,19,2019,2,26,Medium Price,Medium Difference,0,0,0,provisional acceptance
0,2018,2018,Lisboa,Lisboa,Medium,Few Days,Short Deadline,Medium Price,Medium Price,1,0.7000000000000001,False,0.35000000000000003,2018,4,16,2018,12,12,Medium Price,Medium Difference,0,1,0,delay
0,2017,2020,São João da Madeira,Aveiro,Long,Many Days,Medium Deadline,High Price,Medium Price,1,0.7000000000000001,False,0.0,2018,1,24,2020,5,29,Medium Price,High Difference,0,0,0,delay
0,2017,2019,Madalena,Região Autónoma dos Açores,Medium,Medium Days,Long Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2018,4,16,2019,6,13,Medium Price,Medium Difference,0,0,0,extension
0,2017,2020,Amarante,Porto,Very Long,Many Days,Long Deadline,High Price,Medium Price,1,0.4,True,0.0,2018,3,23,2020,8,18,Medium Price,Low Difference,0,0,0,suspension
0,2018,2019,Oeiras,Lisboa,Long,Medium Days,Long Deadline,Low Price,Low Price,0,0.0,False,0.35000000000000003,2018,4,9,2019,10,21,Low Price,Medium Difference,0,0,1,specify
0,2017,2021,Santo Tirso,Porto,Medium,Many Days,Long Deadline,High Price,Medium Price,1,0.6,False,0.30000000000000004,2018,4,5,2021,3,10,Medium Price,Low Difference,0,0,0,need material
0,2017,2020,Viana do Castelo,Viana do Castelo,Very Long,Many Days,Long Deadline,High Price,High Price,1,0.5,True,0.0,2018,3,13,2020,9,30,High Price,High Difference,0,0,0,suspension
0,2017,2019,Matosinhos,Porto,Very Long,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,True,0.0,2018,4,9,2019,3,13,Medium Price,Low Difference,0,0,0,change
0,2017,2019,Nisa,Portalegre,Very Long,Medium Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.325,2018,3,29,2019,10,22,Medium Price,Low Difference,0,0,1,suspension
0,2017,2019,Elvas,Portalegre,Long,Medium Days,Medium Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2018,4,11,2019,4,17,Medium Price,High Difference,0,0,0,weather condition
0,2018,2019,Vouzela,Viseu,Very Short,Medium Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.25,2018,3,1,2019,8,1,Medium Price,Medium Difference,0,0,0,Not Specified
0,2013,2018,Amarante,Porto,Very Long,Many Days,Long Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2013,7,30,2018,5,15,Low Price,High Difference,0,0,0,inspection
0,2016,2021,Lisboa,Lisboa,Very Long,Many Days,Long Deadline,High Price,High Price,1,0.7000000000000001,False,0.0,2018,2,27,2021,4,14,High Price,Low Difference,1,0,0,extension
0,2017,2020,Vila Nova de Gaia,Porto,Medium,Many Days,Long Deadline,Medium Price,Medium Price,2,1.0,False,0.125,2018,3,23,2020,1,24,Medium Price,High Difference,0,0,0,weather condition
0,2017,2020,Vila do Conde,Porto,Medium,Many Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.0,2018,3,7,2020,6,9,Medium Price,Low Difference,0,0,0,delay
0,2017,2019,Lisboa,Lisboa,Medium,Few Days,Medium Deadline,Medium Price,Medium Price,0,0.0,False,0.125,2018,3,23,2019,3,6,Medium Price,Medium Difference,0,0,0,delay
0,2017,2019,Sernancelhe,Viseu,Very Long,Medium Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.225,2018,4,4,2019,6,24,Medium Price,High Difference,0,0,0,extension
0,2017,2018,Mortágua,Viseu,Long,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.125,2018,2,6,2018,12,20,Low Price,Low Difference,0,0,0,specify
0,2017,2020,Marco de Canaveses,Porto,Very Long,Many Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.325,2018,3,20,2020,10,2,Medium Price,High Difference,0,0,0,extension
0,2018,2019,Guimarães,Braga,Medium,Medium Days,Long Deadline,Medium Price,Medium Price,2,1.0,False,0.225,2018,3,29,2019,6,27,Medium Price,Medium Difference,0,0,0,Not Specified
0,2017,2018,Bragança,Bragança,Very Long,Few Days,Medium Deadline,Medium Price,Medium Price,1,0.7000000000000001,False,0.275,2018,4,3,2018,8,14,Medium Price,Medium Difference,0,0,1,weather condition
0,2017,2019,Gavião,Portalegre,Long,Medium Days,Long Deadline,Medium Price,Medium Price,2,1.0,False,0.0,2018,3,23,2019,4,18,Medium Price,Medium Difference,0,0,0,change
0,2017,2020,Terras de Bouro,Braga,Medium,Many Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.0,2018,2,22,2020,3,14,Medium Price,High Difference,0,0,0,need material
0,2017,2020,Ponta Delgada,Região Autónoma dos Açores,Very Long,Many Days,Long Deadline,High Price,Medium Price,0,0.0,False,0.0,2018,3,28,2020,3,10,Medium Price,Low Difference,0,0,0,extension
0,2017,2020,Elvas,Portalegre,Long,Many Days,Medium Deadline,Medium Price,Low Price,0,0.0,False,0.0,2018,3,28,2020,10,26,Low Price,Medium Difference,0,1,0,inspection
0,2017,2021,Vila Nova de Gaia,Porto,Very Long,Many Days,Long Deadline,High Price,Medium Price,1,0.5,False,0.2,2018,3,22,2021,4,22,Medium Price,Low Difference,0,0,0,extension
0,2017,2020,Porto,Porto,Very Long,Many Days,Long Deadline,High Price,High Price,1,0.8,True,0.2,2018,3,19,2020,2,19,High Price,Low Difference,0,1,0,Not Specified
0,2017,2020,Viana do Castelo,Viana do Castelo,Medium,Many Days,Long Deadline,High Price,High Price,1,0.4,False,0.30000000000000004,2018,3,26,2020,3,13,High Price,High Difference,0,1,0,weather condition
0,2017,2019,Aveiro,Aveiro,Medium,Medium Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.0,2018,3,9,2019,4,3,Medium Price,Low Difference,0,0,0,extension
0,2017,2019,Aveiro,Aveiro,Very Long,Many Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.1,2017,9,21,2019,10,8,Medium Price,High Difference,1,0,0,delay
0,2017,2020,Odemira,Beja,Long,Many Days,Medium Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2018,2,21,2020,1,30,Medium Price,Low Difference,0,0,0,delay
0,2017,2019,Viana do Castelo,Viana do Castelo,Medium,Medium Days,Medium Deadline,High Price,Medium Price,1,0.4,False,0.0,2018,3,22,2019,7,31,Medium Price,High Difference,0,0,1,weather condition
0,2017,2019,Elvas,Portalegre,Long,Medium Days,Medium Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2018,3,16,2019,4,17,Medium Price,High Difference,0,0,0,Not Specified
0,2017,2019,Coimbra,Coimbra,Very Long,Medium Days,Long Deadline,High Price,Medium Price,1,0.6,True,0.0,2018,1,29,2019,10,23,Medium Price,Low Difference,0,0,0,Not Specified
0,2017,2020,Albufeira,Faro,Medium,Many Days,Long Deadline,Medium Price,Low Price,2,1.0,False,0.225,2018,3,21,2020,3,4,Low Price,Low Difference,0,0,0,change
0,2017,2019,Alcanena,Santarém,Very Long,Medium Days,Long Deadline,Medium Price,Medium Price,2,1.0,False,0.225,2018,3,8,2019,7,16,Medium Price,High Difference,1,0,0,Not Specified
0,2017,2020,Miranda do Douro,Bragança,Long,Many Days,Long Deadline,High Price,High Price,2,1.0,False,0.0,2018,3,19,2020,6,23,High Price,High Difference,0,0,0,weather condition
0,2017,2018,Lisboa,Lisboa,Medium,Few Days,Medium Deadline,Medium Price,Low Price,2,1.0,False,0.30000000000000004,2018,3,8,2018,10,22,Low Price,Medium Difference,0,0,0,Not Specified
0,2017,2020,Ovar,Aveiro,Short,Many Days,Long Deadline,High Price,High Price,1,0.55,True,0.0,2018,2,12,2020,5,27,High Price,High Difference,0,0,0,specify
0,2017,2018,Sever do Vouga,Aveiro,Long,Medium Days,Long Deadline,Medium Price,Low Price,2,1.0,False,0.0,2017,8,28,2018,9,20,Low Price,Medium Difference,0,0,0,Not Specified
0,2017,2020,Vouzela,Viseu,Short,Many Days,Long Deadline,Medium Price,Medium Price,2,1.0,False,0.125,2018,3,13,2020,1,20,Medium Price,High Difference,0,0,0,specify
0,2016,2019,Vouzela,Viseu,Very Short,Medium Days,Medium Deadline,Medium Price,Low Price,2,1.0,False,0.2,2018,3,14,2019,8,1,Low Price,Medium Difference,0,0,0,Not Specified
0,2017,2020,Vila Nova de Gaia,Porto,Very Long,Many Days,Long Deadline,Medium Price,Medium Price,1,0.5,False,0.125,2018,3,13,2020,4,21,Medium Price,Medium Difference,0,0,0,Not Specified
0,2017,2020,Cantanhede,Coimbra,Very Long,Many Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.225,2018,3,16,2020,9,30,Medium Price,High Difference,0,0,0,Not Specified
0,2017,2021,Elvas,Portalegre,Long,Many Days,Long Deadline,High Price,High Price,0,0.0,False,0.0,2018,3,14,2021,1,26,High Price,High Difference,0,0,0,pandemic
0,2017,2021,Vila Pouca de Aguiar,Vila Real,Long,Many Days,Long Deadline,Medium Price,Medium Price,2,1.0,False,0.0,2018,3,13,2021,9,24,Medium Price,High Difference,0,0,0,delay
0,2017,2020,Vila Verde,Braga,Very Long,Many Days,Long Deadline,High Price,Medium Price,1,0.7000000000000001,False,0.275,2018,3,8,2020,10,19,Medium Price,Medium Difference,0,0,0,specify
0,2017,2018,Resende,Viseu,Medium,Medium Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.15000000000000002,2017,11,15,2018,12,12,Low Price,Medium Difference,0,0,0,weather condition
0,2017,2018,Porto,Porto,Very Long,Few Days,Medium Deadline,Medium Price,Medium Price,1,0.4,False,0.125,2018,2,22,2018,11,30,Medium Price,Low Difference,1,0,0,need material
0,2017,2020,Boticas,Vila Real,Medium,Many Days,Medium Deadline,Medium Price,Medium Price,1,0.7000000000000001,False,0.17500000000000002,2018,3,8,2020,9,21,Medium Price,Medium Difference,0,0,1,delay
0,2017,2021,Guarda,Guarda,Medium,Many Days,Short Deadline,Medium Price,Medium Price,1,0.6,False,0.05,2018,3,9,2021,4,29,Medium Price,Low Difference,0,0,0,extension
0,2017,2018,São João da Madeira,Aveiro,Very Long,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.125,2018,2,16,2018,12,10,Low Price,Medium Difference,0,0,0,weather condition
0,2017,2021,São João da Madeira,Aveiro,Medium,Many Days,Long Deadline,Low Price,Low Price,1,0.9,False,0.0,2018,2,14,2021,4,20,Low Price,Low Difference,0,0,0,weather condition
0,2017,2020,Póvoa de Lanhoso,Braga,Medium,Many Days,Long Deadline,High Price,High Price,0,0.0,False,0.2,2017,11,13,2020,6,4,High Price,Low Difference,0,0,0,Not Specified
0,2016,2021,Viana do Castelo,Viana do Castelo,Very Long,Many Days,Long Deadline,High Price,High Price,1,0.3,False,0.225,2018,2,21,2021,4,8,High Price,High Difference,0,0,0,suspension
0,2017,2020,Estarreja,Aveiro,Short,Many Days,Long Deadline,High Price,High Price,1,0.55,True,0.0,2018,2,14,2020,3,11,High Price,High Difference,0,0,0,Not Specified
0,2017,2020,Cantanhede,Coimbra,Very Long,Many Days,Long Deadline,Medium Price,Medium Price,2,1.0,False,0.15000000000000002,2018,3,5,2020,6,29,Medium Price,High Difference,0,0,0,Not Specified
0,2017,2020,Abrantes,Santarém,Very Long,Many Days,Long Deadline,High Price,Medium Price,1,0.6,False,0.17500000000000002,2018,2,19,2020,4,20,Medium Price,Low Difference,0,0,0,extension
0,2017,2019,Salvaterra de Magos,Santarém,Long,Medium Days,Medium Deadline,Medium Price,Low Price,2,1.0,False,0.0,2018,1,31,2019,4,16,Low Price,High Difference,0,0,0,delay
0,2016,2020,Viana do Castelo,Viana do Castelo,Very Long,Many Days,Medium Deadline,Medium Price,Medium Price,1,0.5,True,0.0,2018,1,9,2020,1,10,Medium Price,Low Difference,0,0,0,extension
0,2017,2020,Fafe,Braga,Very Short,Many Days,Long Deadline,High Price,High Price,2,1.0,False,0.0,2018,1,30,2020,11,5,High Price,High Difference,0,0,0,delay
0,2017,2021,Ferreira do Alentejo,Beja,Medium,Many Days,Long Deadline,High Price,Medium Price,1,0.7000000000000001,False,0.0,2018,2,2,2021,5,28,Medium Price,Low Difference,0,0,0,delay
0,2016,2021,Esposende,Braga,Very Long,Many Days,Medium Deadline,Medium Price,Low Price,1,0.3,False,0.1,2018,2,21,2021,11,29,Medium Price,Low Difference,0,0,0,delay
0,2017,2019,Póvoa de Lanhoso,Braga,Long,Many Days,Long Deadline,High Price,Medium Price,0,0.0,False,0.0,2017,8,8,2019,7,26,Medium Price,Low Difference,0,0,1,Not Specified
0,2017,2019,Lisboa,Lisboa,Medium,Medium Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.15000000000000002,2018,2,6,2019,7,25,Medium Price,Low Difference,0,1,0,specify
0,2017,2018,Braga,Braga,Medium,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.0,2018,1,29,2018,8,1,Low Price,Medium Difference,0,0,0,Not Specified
0,2017,2019,Reguengos de Monsaraz,Évora,Very Long,Medium Days,Long Deadline,Medium Price,Medium Price,1,0.7000000000000001,False,0.225,2018,2,12,2019,7,22,Medium Price,Low Difference,0,0,1,suspension
0,2017,2019,Loulé,Faro,Long,Medium Days,Short Deadline,Low Price,Low Price,1,0.5,False,0.1,2018,2,14,2019,2,19,Low Price,Low Difference,0,0,0,change
0,2016,2018,Cinfães,Viseu,Medium,Medium Days,Medium Deadline,Medium Price,Low Price,2,1.0,False,0.0,2016,9,20,2018,6,8,Low Price,High Difference,0,0,0,Not Specified
0,2017,2020,Tomar,Santarém,Long,Many Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.375,2018,2,8,2020,9,28,Medium Price,Low Difference,0,0,1,delay
0,2017,2018,Lisboa,Lisboa,Very Long,Few Days,Medium Deadline,Medium Price,Low Price,0,0.0,False,0.225,2017,12,7,2018,7,24,Low Price,High Difference,0,0,0,Not Specified
0,2016,2019,Torres Vedras,Lisboa,Very Long,Medium Days,Long Deadline,High Price,Medium Price,1,0.5,True,0.0,2017,12,20,2019,6,27,Medium Price,Low Difference,0,0,0,inspection
0,2017,2018,Moura,Beja,Medium,Few Days,Long Deadline,High Price,Medium Price,1,0.6,False,0.0,2017,12,29,2018,12,3,Medium Price,Low Difference,0,0,0,Not Specified
0,2017,2020,Horta,Região Autónoma dos Açores,Very Long,Many Days,Long Deadline,High Price,High Price,1,0.85,False,0.0,2017,12,4,2020,12,2,High Price,Low Difference,0,0,0,extension
0,2017,2020,Cinfães,Viseu,Very Long,Many Days,Long Deadline,Medium Price,Medium Price,1,0.5,True,0.05,2018,1,16,2020,7,16,Medium Price,Low Difference,0,0,0,delay
0,2016,2019,Alcoutim,Faro,Very Long,Medium Days,Long Deadline,Low Price,Low Price,0,0.0,False,0.2,2018,2,7,2019,5,9,Low Price,Low Difference,0,0,0,Not Specified
0,2017,2021,Santa Maria da Feira,Aveiro,Very Long,Many Days,Long Deadline,High Price,High Price,1,0.6,False,0.30000000000000004,2018,1,30,2021,7,21,High Price,Low Difference,0,0,0,delay
0,2017,2019,Lisboa,Lisboa,Medium,Medium Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.45,2018,1,29,2019,3,27,Low Price,Low Difference,1,0,0,Not Specified
0,2017,2021,Vila do Conde,Porto,Very Long,Many Days,Long Deadline,High Price,High Price,1,0.6,False,0.17500000000000002,2018,1,25,2021,3,25,High Price,Low Difference,0,0,0,specify
0,2017,2019,Abrantes,Santarém,Very Long,Medium Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.25,2018,2,2,2019,7,23,Medium Price,High Difference,0,0,0,inspection
0,2017,2021,Vouzela,Viseu,Very Long,Many Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.025,2018,2,1,2021,12,10,Medium Price,High Difference,0,0,0,change
0,2017,2018,Tavira,Faro,Long,Few Days,Medium Deadline,Medium Price,Medium Price,1,0.6,False,0.07500000000000001,2018,1,26,2018,11,2,Low Price,High Difference,1,0,0,Not Specified
0,2017,2020,Câmara de Lobos,Região Autónoma da Madeira,Very Long,Many Days,Medium Deadline,High Price,Medium Price,2,1.0,True,0.17500000000000002,2017,12,15,2020,10,20,Medium Price,High Difference,0,0,0,change
0,2017,2019,Penalva do Castelo,Viseu,Medium,Medium Days,Long Deadline,Low Price,Low Price,2,1.0,False,0.0,2018,2,5,2019,11,6,Low Price,High Difference,0,0,0,extension
0,2017,2018,Vale de Cambra,Aveiro,Very Long,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.15000000000000002,2018,1,26,2018,12,17,Low Price,High Difference,0,1,0,weather condition
0,2017,2020,Penalva do Castelo,Viseu,Medium,Many Days,Long Deadline,Low Price,Low Price,2,1.0,False,0.0,2018,2,5,2020,11,19,Low Price,Low Difference,0,0,0,extension
0,2016,2021,Águeda,Aveiro,Medium,Many Days,Medium Deadline,High Price,Medium Price,1,0.55,False,0.0,2018,2,2,2021,7,7,Medium Price,Medium Difference,0,0,0,Not Specified
0,2017,2021,Amarante,Porto,Medium,Many Days,Long Deadline,Low Price,Low Price,2,1.0,False,0.4,2018,1,31,2021,7,14,Low Price,Low Difference,0,0,0,extension
0,2017,2019,Corvo,Região Autónoma dos Açores,Short,Many Days,Medium Deadline,High Price,High Price,1,0.5,False,0.0,2018,1,26,2019,11,29,High Price,Medium Difference,0,0,0,need material
0,2017,2020,Olhão,Faro,Medium,Many Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.15000000000000002,2017,11,6,2020,7,2,Medium Price,High Difference,0,0,0,extension
0,2017,2020,Viana do Castelo,Viana do Castelo,Very Long,Many Days,Long Deadline,High Price,Medium Price,1,0.8,False,0.2,2018,1,5,2020,12,4,Medium Price,Medium Difference,0,1,0,extension
0,2017,2018,Lisboa,Lisboa,Medium,Few Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.1,2018,1,26,2018,11,29,Medium Price,Low Difference,0,0,0,change
0,2017,2020,Lisboa,Lisboa,Very Long,Many Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.025,2018,1,29,2020,1,29,Low Price,Low Difference,1,0,0,delay
0,2017,2019,Coimbra,Coimbra,Long,Many Days,Long Deadline,High Price,High Price,2,1.0,False,0.0,2017,7,24,2019,11,26,High Price,Low Difference,0,0,1,extension
0,2017,2020,Tavira,Faro,Very Long,Many Days,Long Deadline,Medium Price,Medium Price,0,0.0,False,0.1,2018,1,26,2020,12,21,Medium Price,Low Difference,0,1,0,suspension
0,2017,2021,Baião,Porto,Very Long,Many Days,Long Deadline,Medium Price,Medium Price,1,0.5,True,0.05,2018,1,19,2021,2,4,Medium Price,Low Difference,0,0,0,delay
0,2017,2020,Amarante,Porto,Very Long,Many Days,Long Deadline,Medium Price,Medium Price,1,0.5,True,0.07500000000000001,2018,1,19,2020,4,1,Medium Price,Low Difference,0,0,0,suspension
0,2017,2019,Águeda,Aveiro,Short,Medium Days,Long Deadline,High Price,High Price,1,0.55,False,0.0,2018,1,26,2019,7,15,High Price,Medium Difference,0,0,0,Not Specified
0,2017,2020,Olhão,Faro,Long,Many Days,Medium Deadline,Medium Price,Medium Price,1,0.5,False,0.125,2017,12,11,2020,10,30,Medium Price,High Difference,0,0,0,delay
0,2017,2019,Vila Nova de Gaia,Porto,Very Long,Medium Days,Medium Deadline,Medium Price,Medium Price,1,0.5,False,0.05,2018,1,24,2019,5,9,Medium Price,Low Difference,0,0,0,suspension
0,2017,2020,Lousada,Porto,Very Long,Many Days,Medium Deadline,Medium Price,Medium Price,1,0.5,True,0.0,2017,10,11,2020,1,8,Medium Price,Medium Difference,0,0,0,need material
0,2016,2018,Anadia,Aveiro,Medium,Medium Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.0,2016,11,23,2018,1,10,Medium Price,High Difference,0,0,0,specify
0,2016,2018,Anadia,Aveiro,Medium,Medium Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.0,2016,11,25,2018,1,3,Medium Price,High Difference,0,0,0,Not Specified
0,2014,2018,Matosinhos,Porto,Very Long,Many Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.0,2015,10,12,2018,1,16,Medium Price,Medium Difference,0,0,1,change
0,2017,2019,Amarante,Porto,Very Long,Many Days,Long Deadline,High Price,Medium Price,1,0.5,True,0.2,2017,12,7,2019,11,15,Medium Price,High Difference,0,0,0,delay
0,2017,2021,Vila Pouca de Aguiar,Vila Real,Medium,Many Days,Long Deadline,Medium Price,Low Price,2,1.0,False,0.125,2018,1,19,2021,11,25,Low Price,Low Difference,0,1,0,weather condition
0,2017,2019,Lisboa,Lisboa,Medium,Medium Days,Medium Deadline,High Price,High Price,0,0.0,False,0.30000000000000004,2018,1,11,2019,8,13,High Price,Low Difference,0,0,0,carry delivery
0,2017,2019,Alter do Chão,Portalegre,Very Short,Medium Days,Long Deadline,Medium Price,Medium Price,2,1.0,False,0.0,2018,1,10,2019,7,26,Medium Price,Low Difference,0,0,0,Not Specified
0,2017,2019,Amarante,Porto,Medium,Medium Days,Medium Deadline,Low Price,Low Price,1,0.5,False,0.07500000000000001,2017,12,7,2019,4,1,Low Price,High Difference,0,0,0,Not Specified
0,2017,2020,Chaves,Vila Real,Very Long,Many Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.1,2018,1,16,2020,10,20,Low Price,Low Difference,0,0,1,extension
0,2017,2019,Fafe,Braga,Very Short,Many Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.15000000000000002,2017,12,7,2019,11,19,Medium Price,High Difference,0,0,0,Not Specified
0,2017,2020,Vila do Conde,Porto,Very Long,Many Days,Long Deadline,High Price,High Price,1,0.5,True,0.025,2017,12,7,2020,11,30,High Price,Low Difference,0,0,0,suspension
0,2017,2020,Vale de Cambra,Aveiro,Very Long,Many Days,Long Deadline,High Price,High Price,2,1.0,False,0.125,2017,10,31,2020,6,16,High Price,Low Difference,0,0,0,specify
0,2017,2018,Vila Franca de Xira,Lisboa,Long,Medium Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.07500000000000001,2017,11,15,2018,11,27,Medium Price,Low Difference,0,0,0,Not Specified
0,2017,2019,Arruda dos Vinhos,Lisboa,Very Long,Medium Days,Long Deadline,High Price,Medium Price,1,0.7000000000000001,False,0.0,2017,12,12,2019,4,19,Medium Price,Low Difference,0,0,0,provisional acceptance
0,2017,2020,Oeiras,Lisboa,Very Long,Many Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.125,2017,12,22,2020,1,22,Low Price,High Difference,0,0,1,specify
0,2017,2020,Leiria,Leiria,Medium,Many Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.25,2018,1,8,2020,11,18,Medium Price,Medium Difference,0,0,1,suspension
0,2017,2019,Águeda,Aveiro,Long,Medium Days,Medium Deadline,Low Price,Low Price,1,0.55,False,0.07500000000000001,2017,12,15,2019,3,21,Low Price,High Difference,0,0,0,Not Specified
0,2017,2019,Águeda,Aveiro,Medium,Medium Days,Long Deadline,High Price,Medium Price,1,0.55,False,0.2,2017,12,13,2019,4,26,Medium Price,High Difference,0,0,0,Not Specified
0,2017,2019,Cascais,Lisboa,Medium,Medium Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.0,2018,1,10,2019,3,12,Low Price,High Difference,0,0,1,specify
0,2017,2019,Vila Nova de Gaia,Porto,Short,Medium Days,Medium Deadline,High Price,High Price,1,0.5,False,0.0,2017,12,27,2019,3,15,High Price,High Difference,0,0,0,Not Specified
0,2017,2019,Leiria,Leiria,Medium,Medium Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.275,2018,1,10,2019,3,21,Medium Price,High Difference,0,0,1,suspension
0,2017,2018,Monção,Viana do Castelo,Long,Few Days,Long Deadline,Medium Price,Medium Price,2,1.0,False,0.125,2017,12,15,2018,11,19,Medium Price,Medium Difference,0,0,0,change
0,2017,2021,Braga,Braga,Very Long,Many Days,Long Deadline,High Price,High Price,1,0.8,False,0.325,2017,12,20,2021,5,10,High Price,Low Difference,0,0,0,extension
0,2017,2018,Porto,Porto,Medium,Few Days,Long Deadline,High Price,Medium Price,1,0.8,False,0.17500000000000002,2018,1,3,2018,12,21,Medium Price,High Difference,0,1,0,extension
0,2017,2019,Funchal,Região Autónoma da Madeira,Medium,Medium Days,Long Deadline,High Price,Medium Price,2,1.0,False,0.30000000000000004,2017,11,8,2019,2,13,Medium Price,Medium Difference,0,0,0,carry delivery
0,2017,2020,Miranda do Douro,Bragança,Very Long,Many Days,Long Deadline,Medium Price,Medium Price,2,1.0,False,0.2,2017,12,28,2020,5,18,Medium Price,High Difference,0,0,0,weather condition
0,2017,2019,Figueira da Foz,Coimbra,Medium,Medium Days,Short Deadline,Low Price,Low Price,1,0.5,True,0.05,2017,12,20,2019,6,3,Low Price,Low Difference,0,0,0,Not Specified
0,2017,2019,Miranda do Douro,Bragança,Very Long,Medium Days,Medium Deadline,Medium Price,Low Price,2,1.0,False,0.1,2017,12,27,2019,2,15,Low Price,Low Difference,0,0,0,Not Specified
